current_path,function_name,intended_path,intended_function,leading_verb,naming_status,callers,matching_tests,nested_helpers,nested_helper_disposition,owning_issue,migration_status
R/Functions/Modelling/Cross_validation/prepare_sjsdm_cross_validation_fold.R,prepare_sjsdm_cross_validation_fold,R/Functions/Modelling/Cross_validation/prepare_sjsdm_cross_validation_fold.R,prepare_sjsdm_cross_validation_fold,prepare,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-prepare_sjsdm_cross_validation_fold.R;R/Functions/Modelling/Cross_validation/fit_sjsdm_regularization_candidate.R;R/Functions/Modelling/Cross_validation/run_spatial_mev_paired_cv_fixture.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation_from_shared.R;R/Pipelines/pipeline_cz_paleo_cv_regularization_reference.R,R/03_Supplementary_analyses/Testing/testthat/test-prepare_sjsdm_cross_validation_fold.R,,none,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/prepare_sjsdm_tuning_folds.R,prepare_sjsdm_tuning_folds,R/Functions/Modelling/Cross_validation/prepare_sjsdm_tuning_folds.R,prepare_sjsdm_tuning_folds,prepare,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-cross_validation_prediction_cache_pipeline_contract.R;R/03_Supplementary_analyses/Testing/testthat/test-prepare_sjsdm_tuning_folds.R;R/03_Supplementary_analyses/Testing/testthat/test-run_sjsdm_tuning_work_item.R;R/Functions/Modelling/Cross_validation/run_sjsdm_tuning_work_item.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation_from_shared.R,R/03_Supplementary_analyses/Testing/testthat/test-cross_validation_prediction_cache_pipeline_contract.R;R/03_Supplementary_analyses/Testing/testthat/test-prepare_sjsdm_tuning_folds.R;R/03_Supplementary_analyses/Testing/testthat/test-run_sjsdm_tuning_work_item.R,,none,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/read_sjsdm_tier_survivor_decisions.R,read_sjsdm_tier_survivor_decisions,R/Functions/Modelling/Cross_validation/read_sjsdm_tier_survivor_decisions.R,read_sjsdm_tier_survivor_decisions,read,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-read_sjsdm_tier_survivor_decisions.R;R/Functions/Modelling/Cross_validation/collect_sjsdm_available_tier_decisions.R,R/03_Supplementary_analyses/Testing/testthat/test-read_sjsdm_tier_survivor_decisions.R,,none,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/read_sjsdm_tier_tuning_artifact.R,read_sjsdm_tier_tuning_artifact,R/Functions/Modelling/Cross_validation/read_sjsdm_tier_tuning_artifact.R,read_sjsdm_tier_tuning_artifact,read,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-read_sjsdm_tier_tuning_artifact.R;R/Functions/Modelling/Cross_validation/read_sjsdm_tier_tuning_artifact.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation_from_shared.R,R/03_Supplementary_analyses/Testing/testthat/test-read_sjsdm_tier_tuning_artifact.R,,none,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/resolve_cross_validation_fold_count.R,resolve_cross_validation_fold_count,R/Functions/Modelling/Cross_validation/resolve_cross_validation_fold_count.R,resolve_cross_validation_fold_count,resolve,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-calibrate_cross_validation_grid_from_resolution.R;R/03_Supplementary_analyses/Testing/testthat/test-make_cross_validation_assignments_from_resolution.R;R/03_Supplementary_analyses/Testing/testthat/test-make_cross_validation_branch_assignments.R;R/03_Supplementary_analyses/Testing/testthat/test-make_cross_validation_grid_candidates_from_resolution.R;R/03_Supplementary_analyses/Testing/testthat/test-resolve_cross_validation_fold_count.R;R/Functions/Modelling/Cross_validation/calibrate_cross_validation_grid_from_resolution.R;R/Functions/Modelling/Cross_validation/make_cross_validation_assignments_from_resolution.R;R/Functions/Modelling/Cross_validation/make_cross_validation_branch_assignments.R;R/Functions/Modelling/Cross_validation/make_cross_validation_grid_candidates_from_resolution.R;R/Functions/Modelling/Cross_validation/resolve_cross_validation_fold_count.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation_from_shared.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation_shared.R;R/Pipelines/pipeline_paleo_local_cv_scientific_reference.R,R/03_Supplementary_analyses/Testing/testthat/test-calibrate_cross_validation_grid_from_resolution.R;R/03_Supplementary_analyses/Testing/testthat/test-make_cross_validation_assignments_from_resolution.R;R/03_Supplementary_analyses/Testing/testthat/test-make_cross_validation_branch_assignments.R;R/03_Supplementary_analyses/Testing/testthat/test-make_cross_validation_grid_candidates_from_resolution.R;R/03_Supplementary_analyses/Testing/testthat/test-resolve_cross_validation_fold_count.R,,none,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/resolve_sjsdm_regularization_for_fit.R,resolve_sjsdm_regularization_for_fit,R/Functions/Modelling/Cross_validation/resolve_sjsdm_regularization_for_fit.R,resolve_sjsdm_regularization_for_fit,resolve,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-resolve_sjsdm_regularization_for_fit.R;R/Functions/Modelling/Cross_validation/resolve_sjsdm_regularization_for_fit.R;R/Functions/Modelling/Cross_validation/summarise_sjsdm_model_provenance.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation_from_shared.R,R/03_Supplementary_analyses/Testing/testthat/test-resolve_sjsdm_regularization_for_fit.R,,none,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/resolve_sjsdm_tuning_context.R,resolve_sjsdm_tuning_context,R/Functions/Modelling/Cross_validation/resolve_sjsdm_tuning_context.R,resolve_sjsdm_tuning_context,resolve,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-resolve_sjsdm_tuning_context.R;R/Pipelines/pipeline_sjsdm_tier_tuning.R,R/03_Supplementary_analyses/Testing/testthat/test-resolve_sjsdm_tuning_context.R,,none,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/run_issue138_representative_validation.R,run_issue138_representative_validation,R/Functions/Modelling/Cross_validation/run_issue138_representative_validation.R,run_issue138_representative_validation,run,canonical_or_domain_verb,R/03_Supplementary_analyses/One_time/Issues/issue_138/run_modern_continental_europe_staged.R;R/03_Supplementary_analyses/One_time/Issues/issue_138/run_paleo_continental_europe_staged.R;R/03_Supplementary_analyses/One_time/Issues/issue_138/run_temporal_america_staged.R;R/03_Supplementary_analyses/One_time/Issues/issue_138/run_temporal_asia_staged.R;R/03_Supplementary_analyses/One_time/Issues/issue_138/run_temporal_europe_staged.R;R/03_Supplementary_analyses/One_time/Issues/issue_143/run_modern_continental_europe_shared_mem.R;R/03_Supplementary_analyses/Testing/testthat/test-issue138-representative-validation.R;R/03_Supplementary_analyses/Testing/testthat/test-run_issue138_representative_validation.R,R/03_Supplementary_analyses/Testing/testthat/test-issue138-representative-validation.R;R/03_Supplementary_analyses/Testing/testthat/test-run_issue138_representative_validation.R,,none,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/run_sjsdm_common_regularization_sensitivity.R,run_sjsdm_common_regularization_sensitivity,R/Functions/Modelling/Cross_validation/run_sjsdm_common_regularization_sensitivity.R,run_sjsdm_common_regularization_sensitivity,run,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-run_sjsdm_common_regularization_sensitivity.R;R/Pipelines/pipeline_sjsdm_common_regularization_sensitivity.R,R/03_Supplementary_analyses/Testing/testthat/test-run_sjsdm_common_regularization_sensitivity.R,,none,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/run_sjsdm_cross_tier_sensitivity.R,run_sjsdm_cross_tier_sensitivity,R/Functions/Modelling/Cross_validation/run_sjsdm_cross_tier_sensitivity.R,run_sjsdm_cross_tier_sensitivity,run,canonical_or_domain_verb,R/02_Main_analyses/01_Spatial/01_Paleo/01_Runners/03_run_spatial_local.R;R/02_Main_analyses/01_Spatial/02_Modern/01_Runners/03_run_modern_local.R;R/03_Supplementary_analyses/Testing/testthat/test-run_sjsdm_cross_tier_sensitivity.R;R/Functions/Modelling/Cross_validation/run_sjsdm_cross_tier_sensitivity.R,R/03_Supplementary_analyses/Testing/testthat/test-run_sjsdm_cross_tier_sensitivity.R,,none,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/run_sjsdm_predictor_structure_folds.R,run_sjsdm_predictor_structure_folds,R/Functions/Modelling/Cross_validation/run_sjsdm_predictor_structure_folds.R,run_sjsdm_predictor_structure_folds,run,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-run_sjsdm_predictor_structure_folds.R;R/Functions/Modelling/Cross_validation/run_sjsdm_predictor_structure_folds.R;R/Pipelines/pipeline_cz_paleo_cv_component_reference.R;R/Pipelines/pipeline_cz_paleo_cv_regularization_reference.R;R/Pipelines/pipeline_paleo_local_cv_decomposition_reference.R;R/Pipelines/pipeline_paleo_local_cv_scientific_reference.R,R/03_Supplementary_analyses/Testing/testthat/test-run_sjsdm_predictor_structure_folds.R,,none,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/run_sjsdm_selected_candidate_folds.R,run_sjsdm_selected_candidate_folds,R/Functions/Modelling/Cross_validation/run_sjsdm_selected_candidate_folds.R,run_sjsdm_selected_candidate_folds,run,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-cross_validation_prediction_cache_pipeline_contract.R;R/03_Supplementary_analyses/Testing/testthat/test-run_sjsdm_selected_candidate_folds.R;R/Functions/Modelling/Cross_validation/assemble_sjsdm_cached_selected_folds.R;R/Functions/Modelling/Cross_validation/evaluate_sjsdm_cross_validated_predictions.R;R/Functions/Modelling/Cross_validation/evaluate_sjsdm_fold_predictions.R;R/Functions/Modelling/Cross_validation/make_sjsdm_empty_selected_fold_artifacts.R;R/Functions/Modelling/Cross_validation/run_sjsdm_predictor_structure_folds.R;R/Functions/Modelling/Cross_validation/run_sjsdm_selected_candidate_folds.R,R/03_Supplementary_analyses/Testing/testthat/test-cross_validation_prediction_cache_pipeline_contract.R;R/03_Supplementary_analyses/Testing/testthat/test-run_sjsdm_selected_candidate_folds.R,make_prediction_skeleton,review_in_owning_issue,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/run_sjsdm_tuning_candidates.R,run_sjsdm_tuning_candidates,R/Functions/Modelling/Cross_validation/run_sjsdm_tuning_candidates.R,run_sjsdm_tuning_candidates,run,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-run_sjsdm_tuning_candidates.R;R/03_Supplementary_analyses/Testing/testthat/test-run_sjsdm_tuning_work_item.R;R/Functions/Modelling/Cross_validation/assemble_sjsdm_cached_selected_folds.R;R/Functions/Modelling/Cross_validation/build_sjsdm_tuning_work_items.R;R/Functions/Modelling/Cross_validation/collect_sjsdm_tuning_timings.R;R/Functions/Modelling/Cross_validation/combine_sjsdm_tuning_work_items.R;R/Functions/Modelling/Cross_validation/prepare_sjsdm_tuning_folds.R;R/Functions/Modelling/Cross_validation/run_sjsdm_selected_candidate_folds.R;R/Functions/Modelling/Cross_validation/run_sjsdm_tuning_fold_candidates.R;R/Functions/Modelling/Cross_validation/run_sjsdm_tuning_work_item.R;R/Functions/Modelling/Cross_validation/summarise_sjsdm_tuning_candidates.R;R/Functions/Modelling/Cross_validation/summarise_sjsdm_tuning_execution.R;R/Pipelines/pipeline_cz_paleo_cv_regularization_reference.R,R/03_Supplementary_analyses/Testing/testthat/test-run_sjsdm_tuning_candidates.R;R/03_Supplementary_analyses/Testing/testthat/test-run_sjsdm_tuning_work_item.R,,none,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/run_sjsdm_tuning_fold_candidates.R,run_sjsdm_tuning_fold_candidates,R/Functions/Modelling/Cross_validation/run_sjsdm_tuning_fold_candidates.R,run_sjsdm_tuning_fold_candidates,run,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-run_sjsdm_tuning_fold_candidates.R;R/Functions/Modelling/Cross_validation/run_sjsdm_tuning_candidates.R;R/Functions/Modelling/Cross_validation/run_sjsdm_tuning_work_item.R,R/03_Supplementary_analyses/Testing/testthat/test-run_sjsdm_tuning_fold_candidates.R,,none,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/run_sjsdm_tuning_sequence.R,run_sjsdm_tuning_sequence,R/Functions/Modelling/Cross_validation/run_sjsdm_tuning_sequence.R,run_sjsdm_tuning_sequence,run,canonical_or_domain_verb,R/02_Main_analyses/01_Spatial/01_Paleo/01_Runners/01_run_spatial_continental.R;R/02_Main_analyses/01_Spatial/01_Paleo/01_Runners/02_run_spatial_regional.R;R/02_Main_analyses/01_Spatial/01_Paleo/01_Runners/03_run_spatial_local.R;R/02_Main_analyses/01_Spatial/02_Modern/01_Runners/01_run_modern_continental.R;R/02_Main_analyses/01_Spatial/02_Modern/01_Runners/02_run_modern_regional.R;R/02_Main_analyses/01_Spatial/02_Modern/01_Runners/03_run_modern_local.R;R/02_Main_analyses/02_Temporal/01_Paleo/01_Runners/01_run_temporal_europe.R;R/02_Main_analyses/02_Temporal/01_Paleo/01_Runners/02_run_temporal_america.R;R/02_Main_analyses/02_Temporal/01_Paleo/01_Runners/03_run_temporal_asia.R;R/03_Supplementary_analyses/Validation/Cross_validation/Reference_runs/run_cz_paleo_cv_staged_reference_gpu.R;R/03_Supplementary_analyses/Testing/testthat/test-cz_paleo_cv_staged_reference_gpu.R;R/03_Supplementary_analyses/Testing/testthat/test-run_sjsdm_tuning_sequence.R;R/Functions/Modelling/Cross_validation/run_issue138_representative_validation.R,R/03_Supplementary_analyses/Testing/testthat/test-cz_paleo_cv_staged_reference_gpu.R;R/03_Supplementary_analyses/Testing/testthat/test-run_sjsdm_tuning_sequence.R,,none,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/run_sjsdm_tuning_work_item.R,run_sjsdm_tuning_work_item,R/Functions/Modelling/Cross_validation/run_sjsdm_tuning_work_item.R,run_sjsdm_tuning_work_item,run,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-cross_validation_prediction_cache_pipeline_contract.R;R/03_Supplementary_analyses/Testing/testthat/test-run_sjsdm_tuning_work_item.R;R/Functions/Modelling/Cross_validation/combine_sjsdm_tuning_work_items.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation_from_shared.R,R/03_Supplementary_analyses/Testing/testthat/test-cross_validation_prediction_cache_pipeline_contract.R;R/03_Supplementary_analyses/Testing/testthat/test-run_sjsdm_tuning_work_item.R,prepare_cached_fold,review_in_owning_issue,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/run_spatial_mev_paired_cv_fixture.R,run_spatial_mev_paired_cv_fixture,R/Functions/Modelling/Cross_validation/run_spatial_mev_paired_cv_fixture.R,run_spatial_mev_paired_cv_fixture,run,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-run_spatial_mev_paired_cv_fixture.R,R/03_Supplementary_analyses/Testing/testthat/test-run_spatial_mev_paired_cv_fixture.R,,none,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/score_sjsdm_joint_tuning_predictions.R,score_sjsdm_joint_tuning_predictions,R/Functions/Modelling/Cross_validation/score_sjsdm_joint_tuning_predictions.R,score_sjsdm_joint_tuning_predictions,score,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-score_sjsdm_joint_tuning_predictions.R;R/Functions/Modelling/Cross_validation/score_sjsdm_joint_tuning_predictions.R,R/03_Supplementary_analyses/Testing/testthat/test-score_sjsdm_joint_tuning_predictions.R,,none,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/score_sjsdm_tuning_predictions.R,score_sjsdm_tuning_predictions,R/Functions/Modelling/Cross_validation/score_sjsdm_tuning_predictions.R,score_sjsdm_tuning_predictions,score,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-run_sjsdm_tuning_candidates.R;R/03_Supplementary_analyses/Testing/testthat/test-score_sjsdm_tuning_predictions.R;R/Functions/Modelling/Cross_validation/run_sjsdm_tuning_fold_candidates.R;R/Functions/Modelling/Cross_validation/score_sjsdm_joint_tuning_predictions.R,R/03_Supplementary_analyses/Testing/testthat/test-run_sjsdm_tuning_candidates.R;R/03_Supplementary_analyses/Testing/testthat/test-score_sjsdm_tuning_predictions.R,,none,#141,baseline_recorded
R/Functions/Modelling/Cross_validation/select_sjsdm_regularization.R,select_sjsdm_regularization,R/Functions/Modelling/Cross_validation/select_sjsdm_regularization.R,select_sjsdm_regularization,select,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-select_sjsdm_regularization.R;R/Functions/Modelling/Cross_validation/select_sjsdm_regularization.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation_from_shared.R;R/Pipelines/pipeline_cz_paleo_cv_regularization_reference.R,R/03_Supplementary_analyses/Testing/testthat/test-select_sjsdm_regularization.R,,none,#141,baseline_recorded
